Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
39,No,Travel_Rarely,1498,Sales,21,4,Life Sciences,1390,Male,44,2,Sales Executive,4,Married,3567,3,Yes,12,2,8,2,4,5,4,1,4
26,No,Travel_Rarely,683,Research & Development,2,1,Medical,1407,Male,36,1,Research Scientist,4,Single,4050,0,No,12,2,5,2,3,4,3,1,1
26,No,Travel_Rarely,652,Research & Development,7,3,Other,1417,Male,100,1,Laboratory Technician,1,Single,23577,0,No,12,2,8,2,3,7,7,0,7
47,No,Travel_Frequently,1309,Sales,4,1,Medical,467,Male,99,2,Sales Representative,3,Single,25751,3,No,19,3,5,3,3,0,0,0,0
29,Yes,Travel_Frequently,337,Research & Development,14,1,Other,1421,Female,84,3,Healthcare Representative,4,Single,22930,0,Yes,12,2,9,1,3,8,7,7,7
31,Yes,Travel_Frequently,667,Sales,1,4,Life Sciences,1427,Female,50,1,Sales Representative,3,Single,16154,1,No,12,2,1,3,3,1,0,0,0
31,Yes,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1433,Female,34,1,Research Scientist,2,Single,22262,1,No,12,2,1,3,4,1,0,0,0
47,No,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1438,Male,74,1,Research Scientist,4,Married,10205,7,No,12,2,17,2,2,6,5,1,2
48,No,Travel_Rarely,530,Sales,29,1,Medical,473,Female,91,3,Manager,3,Married,23978,3,No,21,4,15,3,1,0,0,0,0
25,Yes,Travel_Rarely,383,Sales,9,2,Life Sciences,1439,Male,68,1,Sales Representative,1,Married,15182,3,No,12,2,6,2,3,3,2,2,2
24,No,Travel_Rarely,1476,Sales,4,1,Medical,1445,Female,42,2,Sales Executive,3,Married,15211,1,Yes,12,2,5,3,3,5,4,0,3
32,No,Travel_Rarely,601,Sales,7,5,Marketing,1446,Male,97,2,Sales Executive,4,Married,23343,4,No,12,2,7,3,2,4,3,0,3
41,No,Travel_Rarely,1283,Research & Development,5,5,Medical,1448,Male,90,1,Research Scientist,3,Married,5561,2,Yes,12,2,7,5,2,4,2,0,3
53,No,Travel_Rarely,447,Research & Development,2,3,Medical,1472,Male,39,4,Research Director,2,Single,19764,4,No,12,2,35,2,2,9,8,8,8
44,No,Travel_Frequently,383,Sales,1,5,Marketing,1481,Female,79,2,Sales Executive,3,Married,9282,7,No,12,2,11,4,2,1,0,0,0
46,No,Travel_Rarely,228,Sales,3,3,Life Sciences,1527,Female,51,4,Manager,2,Married,11380,8,No,12,2,23,2,4,13,12,5,1
31,Yes,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1537,Female,33,1,Research Scientist,3,Single,4156,1,No,12,2,7,2,1,7,2,7,7
40,No,Travel_Rarely,1342,Sales,9,2,Medical,1548,Male,47,2,Sales Executive,1,Married,19345,0,No,12,2,9,5,4,8,4,7,1
33,No,Travel_Rarely,589,Research & Development,28,4,Life Sciences,1549,Male,79,2,Laboratory Technician,3,Married,22949,1,Yes,12,2,15,3,3,15,14,5,7
45,No,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1553,Male,66,3,Healthcare Representative,2,Divorced,20933,1,No,12,2,10,4,3,10,8,7,7
32,No,Travel_Rarely,824,Research & Development,5,2,Life Sciences,1555,Female,67,2,Research Scientist,2,Married,15624,3,No,12,2,12,2,3,7,1,2,5
30,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,1568,Male,33,3,Sales Executive,2,Married,17799,3,No,12,2,9,3,3,4,2,1,3
35,Yes,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1569,Female,69,1,Laboratory Technician,1,Divorced,26619,1,Yes,12,2,1,2,3,1,0,0,0
48,No,Travel_Rarely,1108,Research & Development,15,4,Other,1576,Female,65,1,Research Scientist,1,Married,16530,8,No,12,2,10,3,2,8,2,7,6
38,No,Travel_Rarely,437,Sales,16,3,Life Sciences,1583,Female,90,2,Sales Executive,2,Single,16379,2,No,12,2,8,5,4,3,2,1,2
43,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1599,Male,87,1,Laboratory Technician,2,Divorced,5855,5,No,12,2,8,0,3,6,4,0,2
30,No,Travel_Rarely,241,Research & Development,7,3,Medical,1609,Male,48,1,Research Scientist,2,Married,5348,1,No,12,2,6,3,2,6,4,1,1
36,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1614,Female,76,2,Manufacturing Director,3,Married,12421,9,Yes,12,2,7,2,3,3,2,1,1
35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,1630,Female,52,2,Healthcare Representative,3,Married,12250,1,No,12,2,15,5,3,14,11,2,9
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1651,Female,42,3,Healthcare Representative,1,Married,22792,4,No,12,2,9,6,3,3,2,0,2
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1658,Female,66,2,Research Scientist,2,Divorced,19332,1,No,12,2,11,2,3,11,8,7,9
32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1692,Male,95,1,Laboratory Technician,2,Single,24852,1,No,12,2,1,2,3,1,0,0,0
55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1694,Male,94,1,Research Scientist,2,Divorced,23737,5,No,12,2,8,1,3,4,2,1,2
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1701,Female,35,1,Research Scientist,4,Married,20338,1,No,12,2,10,3,3,10,9,8,7
41,No,Travel_Rarely,918,Sales,6,3,Marketing,1708,Male,35,3,Sales Executive,3,Single,15869,1,No,12,2,10,3,3,10,8,8,7
30,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1729,Male,33,1,Research Scientist,4,Married,3811,1,No,12,2,10,2,2,10,0,0,8
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1732,Male,74,3,Sales Executive,4,Divorced,5596,4,Yes,12,2,13,5,2,10,6,0,3
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1753,Male,70,2,Healthcare Representative,3,Single,23060,8,Yes,12,2,10,5,4,3,2,0,2
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,1757,Female,80,2,Sales Executive,4,Single,8191,3,No,12,2,8,1,4,5,1,0,4
55,No,Travel_Rarely,478,Research & Development,2,3,Medical,1770,Male,60,5,Research Director,1,Married,19805,8,No,12,2,34,2,3,1,0,0,0
34,No,Travel_Rarely,511,Sales,3,2,Life Sciences,1779,Female,32,2,Sales Executive,4,Single,25353,5,No,12,2,6,3,3,2,2,2,2
44,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,1792,Male,99,1,Research Scientist,2,Divorced,11092,1,Yes,12,2,6,2,2,5,3,2,3
41,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1814,Male,85,2,Healthcare Representative,2,Single,15530,3,No,12,2,11,3,1,3,2,1,2
47,No,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,1827,Female,92,3,Manufacturing Director,2,Divorced,19271,8,Yes,12,2,28,4,3,22,11,14,10
40,No,Travel_Rarely,750,Research & Development,12,3,Life Sciences,1829,Female,47,2,Healthcare Representative,1,Divorced,10748,2,No,12,2,15,3,3,7,4,7,7
47,No,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1856,Female,64,1,Laboratory Technician,3,Single,5411,4,No,12,2,7,2,3,2,2,2,0
32,Yes,Travel_Rarely,414,Sales,2,4,Marketing,1862,Male,82,2,Sales Executive,2,Single,26186,7,Yes,12,2,7,3,2,2,2,2,2
46,No,Travel_Rarely,1319,Sales,3,3,Technical Degree,1863,Female,45,4,Sales Executive,1,Divorced,7739,2,No,12,2,25,5,3,19,17,2,8
48,No,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,1867,Male,91,5,Research Director,2,Married,13583,4,No,12,2,29,3,3,22,10,12,9
34,No,Travel_Rarely,735,Sales,3,1,Medical,1915,Female,75,2,Sales Executive,4,Married,16495,3,Yes,12,2,9,3,2,4,2,0,1
31,No,Travel_Rarely,471,Research & Development,4,3,Medical,1916,Female,62,1,Laboratory Technician,3,Divorced,16031,8,No,12,2,4,0,2,2,2,2,2
45,No,Travel_Frequently,1297,Research & Development,1,4,Medical,1922,Male,44,2,Healthcare Representative,3,Single,14511,4,No,12,2,12,3,3,4,2,0,3
28,No,Travel_Frequently,783,Sales,1,2,Life Sciences,1927,Male,42,2,Sales Executive,4,Married,19255,1,Yes,12,2,7,2,3,7,7,0,7
27,Yes,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1944,Female,58,1,Human Resources,2,Married,19555,1,No,12,2,1,2,3,1,0,0,0
29,No,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1954,Male,89,2,Healthcare Representative,1,Married,6225,0,No,12,2,6,5,2,5,3,0,2
28,Yes,Travel_Rarely,1404,Research & Development,17,3,Technical Degree,1960,Male,32,1,Laboratory Technician,4,Divorced,18779,5,No,12,2,6,2,2,4,1,0,3
39,No,Travel_Rarely,119,Sales,15,4,Marketing,1975,Male,77,4,Sales Executive,1,Single,25098,0,No,12,2,21,3,3,20,8,11,10
42,No,Non-Travel,335,Research & Development,23,2,Life Sciences,1976,Male,37,2,Research Scientist,3,Single,14811,1,No,12,2,20,2,3,20,9,3,7
24,No,Travel_Rarely,771,Research & Development,1,2,Life Sciences,1981,Male,45,2,Healthcare Representative,3,Single,14120,1,No,12,2,4,2,2,4,3,1,2
33,No,Non-Travel,1313,Research & Development,1,2,Medical,1994,Male,59,1,Laboratory Technician,3,Divorced,20439,1,No,12,2,1,2,2,1,1,0,0
22,No,Travel_Rarely,581,Research & Development,1,2,Life Sciences,2007,Male,63,1,Research Scientist,3,Single,17624,0,No,12,2,4,2,4,3,2,1,2
38,No,Travel_Rarely,201,Research & Development,10,3,Medical,2015,Female,99,3,Research Director,3,Married,3376,3,No,12,2,20,3,3,18,16,1,11
44,No,Travel_Rarely,1037,Research & Development,1,3,Medical,2020,Male,42,1,Research Scientist,4,Single,13422,6,Yes,12,2,6,2,3,4,3,1,2
50,Yes,Travel_Frequently,878,Sales,1,4,Life Sciences,2044,Male,94,2,Sales Executive,3,Divorced,14255,7,No,12,2,12,3,3,6,3,0,1
35,No,Travel_Rarely,287,Research & Development,1,4,Life Sciences,2052,Female,62,1,Research Scientist,4,Married,8952,1,No,12,2,4,5,3,4,3,1,1
34,No,Travel_Rarely,628,Research & Development,8,3,Medical,2068,Male,82,2,Laboratory Technician,3,Married,10228,2,No,12,2,6,3,4,4,3,1,2
32,No,Travel_Frequently,1005,Research & Development,2,2,Life Sciences,8,Male,79,1,Laboratory Technician,4,Single,11864,0,No,13,3,8,2,2,7,7,3,6
36,No,Travel_Rarely,1299,Research & Development,27,3,Medical,13,Male,94,2,Healthcare Representative,3,Married,16577,6,No,13,3,17,3,2,7,7,7,7
35,No,Travel_Rarely,809,Research & Development,16,3,Medical,14,Male,84,1,Laboratory Technician,2,Married,16479,0,No,13,3,6,5,3,5,4,0,3
22,No,Non-Travel,1123,Research & Development,16,2,Medical,22,Male,96,1,Laboratory Technician,4,Divorced,7324,1,Yes,13,3,1,2,2,1,0,0,0
44,No,Travel_Rarely,1459,Research & Development,10,4,Other,40,Male,41,2,Healthcare Representative,4,Married,19121,2,Yes,13,3,9,5,4,4,2,1,3
30,No,Travel_Rarely,125,Research & Development,9,2,Medical,41,Male,83,1,Laboratory Technician,3,Single,16117,1,No,13,3,10,5,3,10,0,1,8
35,No,Travel_Rarely,890,Sales,2,3,Marketing,49,Female,97,1,Sales Representative,4,Married,9687,1,No,13,3,2,3,3,2,2,2,2
27,No,Travel_Rarely,1240,Research & Development,2,4,Life Sciences,54,Female,33,1,Laboratory Technician,1,Divorced,19715,1,No,13,3,1,6,3,1,0,0,0
48,Yes,Travel_Rarely,626,Research & Development,1,2,Life Sciences,64,Male,98,3,Laboratory Technician,3,Single,19294,9,Yes,13,3,23,2,3,1,0,0,0
28,Yes,Travel_Rarely,1434,Research & Development,5,4,Technical Degree,65,Male,50,1,Laboratory Technician,3,Single,11179,1,Yes,13,3,2,3,2,2,2,2,2
35,No,Non-Travel,1097,Research & Development,11,2,Medical,70,Male,79,3,Healthcare Representative,1,Married,8302,2,Yes,13,3,10,3,3,4,0,2,3
36,No,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,83,Female,59,3,Healthcare Representative,3,Divorced,8202,1,No,13,3,17,2,3,17,14,12,8
36,No,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,85,Male,95,2,Manufacturing Director,2,Single,22656,1,No,13,3,6,3,3,6,5,0,3
35,No,Travel_Frequently,664,Research & Development,1,3,Medical,88,Male,79,1,Research Scientist,1,Married,5868,4,No,13,3,5,2,2,3,2,1,2
37,No,Travel_Rarely,397,Research & Development,7,4,Medical,102,Male,30,3,Research Director,3,Single,25258,4,No,13,3,16,3,4,5,2,0,2
46,No,Travel_Frequently,638,Research & Development,1,3,Medical,124,Male,40,3,Healthcare Representative,1,Married,3142,2,Yes,13,3,21,5,2,10,9,9,5
58,No,Travel_Rarely,682,Sales,10,4,Medical,131,Male,37,4,Sales Executive,3,Single,24409,0,No,13,3,38,1,2,37,10,1,8
32,No,Travel_Rarely,827,Research & Development,1,1,Life Sciences,134,Male,71,1,Research Scientist,1,Single,15178,1,No,13,3,1,2,3,1,0,0,0
33,No,Non-Travel,750,Sales,22,2,Marketing,160,Male,95,2,Sales Executive,2,Married,15480,0,No,13,3,8,2,4,7,7,0,7
51,No,Travel_Rarely,684,Research & Development,6,3,Life Sciences,162,Male,51,5,Research Director,3,Single,6462,7,No,13,3,23,5,3,20,18,15,15
41,No,Travel_Rarely,802,Sales,9,1,Life Sciences,176,Male,96,3,Sales Executive,3,Divorced,21196,3,Yes,13,3,12,2,3,9,7,0,7
45,No,Travel_Rarely,1316,Research & Development,29,3,Medical,192,Male,83,1,Research Scientist,4,Single,9752,5,No,13,3,9,2,2,6,5,0,3
30,No,Travel_Rarely,1427,Research & Development,2,1,Medical,198,Male,35,1,Laboratory Technician,4,Single,11162,0,No,13,3,6,3,3,5,3,1,2
41,No,Travel_Frequently,857,Research & Development,10,3,Life Sciences,199,Male,91,4,Manager,1,Divorced,12888,4,No,13,3,21,2,2,7,6,7,7
35,No,Travel_Rarely,662,Sales,1,5,Marketing,204,Male,94,3,Sales Executive,2,Married,11439,1,No,13,3,10,3,3,10,8,0,6
29,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,208,Male,41,2,Manufacturing Director,3,Married,26283,1,No,13,3,10,1,3,10,7,0,9
33,No,Travel_Rarely,931,Research & Development,14,3,Medical,252,Female,72,1,Research Scientist,2,Married,4673,1,No,13,3,8,5,3,8,7,1,6
35,Yes,Travel_Rarely,556,Research & Development,23,2,Life Sciences,261,Male,50,2,Manufacturing Director,3,Married,15497,3,Yes,13,3,8,1,3,1,0,0,1
36,No,Travel_Frequently,635,Research & Development,18,1,Medical,286,Female,73,1,Laboratory Technician,4,Single,7703,1,No,13,3,8,2,3,8,1,1,7
29,Yes,Travel_Rarely,896,Research & Development,18,1,Medical,315,Male,86,1,Research Scientist,4,Single,14961,1,Yes,13,3,4,3,2,4,3,0,1
33,Yes,Travel_Rarely,813,Research & Development,14,3,Medical,325,Male,58,1,Laboratory Technician,4,Married,22149,5,Yes,13,3,8,2,1,5,4,0,4
33,No,Travel_Rarely,832,Research & Development,5,4,Life Sciences,338,Female,63,1,Research Scientist,4,Married,14776,1,No,13,3,2,2,2,2,2,0,2
34,No,Travel_Rarely,470,Research & Development,2,4,Life Sciences,339,Male,84,2,Manufacturing Director,1,Married,23687,6,No,13,3,13,3,3,11,9,5,9
42,No,Travel_Rarely,916,Research & Development,17,2,Life Sciences,347,Female,82,2,Research Scientist,1,Single,23016,3,Yes,13,3,10,1,3,3,2,0,2
32,No,Travel_Rarely,128,Research & Development,2,1,Technical Degree,362,Male,84,2,Laboratory Technician,1,Single,19737,4,No,13,3,9,5,3,6,2,0,4
26,No,Travel_Frequently,496,Research & Development,11,2,Medical,390,Male,60,2,Healthcare Representative,1,Married,22722,1,Yes,13,3,5,3,3,5,3,3,3
26,Yes,Travel_Rarely,1449,Research & Development,16,4,Medical,394,Male,45,1,Laboratory Technician,2,Divorced,14180,2,Yes,13,3,5,2,3,3,2,0,2
58,No,Non-Travel,390,Research & Development,1,4,Life Sciences,422,Male,32,2,Healthcare Representative,3,Divorced,17056,2,Yes,13,3,12,2,3,5,3,1,2
28,Yes,Travel_Rarely,1157,Research & Development,2,4,Medical,440,Male,84,1,Research Scientist,4,Married,24737,5,Yes,13,3,5,4,2,3,2,2,2
30,No,Travel_Rarely,1275,Research & Development,28,2,Medical,441,Female,64,2,Research Scientist,4,Married,11934,1,No,13,3,11,2,3,10,8,1,9
27,No,Non-Travel,210,Sales,1,1,Marketing,449,Male,73,2,Sales Executive,2,Married,22107,0,Yes,13,3,6,0,3,5,4,1,4
30,No,Travel_Rarely,570,Sales,5,3,Marketing,456,Female,30,2,Sales Executive,3,Divorced,5431,1,No,13,3,10,2,3,10,9,1,2
35,No,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,464,Male,62,3,Manufacturing Director,2,Single,18264,0,No,13,3,17,5,3,16,6,0,13
32,No,Travel_Rarely,1062,Research & Development,2,3,Medical,471,Female,75,1,Laboratory Technician,2,Married,3956,1,No,13,3,8,4,3,8,0,0,7
37,No,Travel_Rarely,1319,Research & Development,6,3,Medical,474,Male,51,2,Research Scientist,1,Divorced,17001,4,Yes,13,3,13,2,3,7,7,6,7
40,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,483,Female,46,1,Laboratory Technician,3,Married,22495,3,Yes,13,3,10,3,3,7,7,1,7
33,Yes,Travel_Rarely,350,Sales,5,3,Marketing,485,Female,34,1,Sales Representative,3,Single,9150,1,Yes,13,3,1,2,3,1,0,0,0
18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,614,Male,69,1,Sales Representative,2,Single,8059,1,Yes,14,3,0,3,3,0,0,0,0
36,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,501,Female,96,1,Research Scientist,3,Married,11868,4,No,13,3,6,3,3,2,2,2,2
34,Yes,Non-Travel,1362,Sales,19,3,Marketing,502,Male,67,2,Sales Executive,4,Single,4652,8,Yes,13,3,9,3,2,5,2,0,4
26,No,Travel_Rarely,775,Sales,29,2,Medical,618,Male,45,2,Sales Executive,3,Divorced,4267,5,No,12,3,8,5,3,0,0,0,0
55,No,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,505,Female,97,4,Manager,4,Single,23258,2,Yes,13,3,30,2,3,5,4,1,2
22,No,Travel_Rarely,253,Research & Development,11,3,Medical,511,Female,43,1,Research Scientist,2,Married,24440,1,No,13,3,2,1,3,2,1,1,2
36,No,Travel_Rarely,164,Sales,2,2,Medical,513,Male,61,3,Sales Executive,3,Married,3809,1,No,13,3,10,2,3,10,9,9,0
25,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,538,Male,91,1,Laboratory Technician,1,Married,9396,5,No,13,3,6,5,3,2,2,0,2
52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,546,Female,30,4,Manager,4,Married,10310,2,No,13,3,31,2,1,5,2,1,4
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,574,Female,65,2,Manufacturing Director,4,Divorced,7389,5,No,13,3,20,2,3,5,0,0,4
46,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,575,Male,51,4,Research Director,3,Married,2288,6,No,13,3,26,2,1,3,2,0,1
33,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,584,Male,38,1,Laboratory Technician,4,Divorced,6705,7,No,13,3,8,2,3,4,3,1,3
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,604,Male,77,2,Sales Executive,4,Single,8346,4,Yes,13,3,10,2,4,6,5,0,5
37,No,Non-Travel,142,Sales,9,4,Medical,626,Male,69,3,Sales Executive,2,Divorced,24666,1,No,13,3,9,6,3,9,5,7,7
24,No,Travel_Frequently,535,Sales,24,3,Medical,632,Male,38,1,Sales Representative,4,Married,5530,0,No,13,3,3,3,3,2,2,2,1
34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,649,Male,83,1,Research Scientist,4,Married,22794,1,Yes,13,3,6,3,3,6,5,1,3
20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,657,Female,83,1,Research Scientist,2,Single,11757,1,No,13,3,1,0,4,1,0,0,0
42,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,659,Female,81,2,Healthcare Representative,4,Married,5718,1,No,13,3,10,4,3,10,2,2,2
43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,663,Male,72,2,Laboratory Technician,3,Divorced,19627,3,Yes,13,3,10,3,3,8,7,4,7
26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,686,Female,71,1,Laboratory Technician,4,Married,17759,1,Yes,13,3,3,2,3,3,2,0,2
35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,691,Male,82,2,Research Scientist,4,Single,19368,1,No,13,3,17,3,3,17,11,11,8
27,No,Travel_Rarely,1115,Research & Development,3,4,Medical,700,Male,54,1,Research Scientist,4,Single,15174,0,No,13,3,5,0,3,4,2,1,1
38,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,724,Female,33,2,Healthcare Representative,4,Single,19383,0,No,13,3,10,4,2,9,7,1,8
28,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,741,Female,67,1,Research Scientist,2,Single,3872,7,Yes,13,3,10,4,3,7,7,3,7
38,No,Travel_Rarely,268,Research & Development,2,5,Medical,773,Male,92,1,Research Scientist,3,Married,20471,6,Yes,13,3,6,0,1,1,0,0,1
33,Yes,Travel_Rarely,527,Research & Development,1,4,Other,780,Male,63,1,Research Scientist,4,Single,5207,1,Yes,13,3,10,2,2,10,9,7,8
45,No,Travel_Rarely,954,Sales,2,2,Technical Degree,783,Male,46,2,Sales Representative,3,Single,12388,0,No,13,3,9,3,3,8,7,3,1
55,Yes,Travel_Rarely,725,Research & Development,2,3,Medical,787,Male,78,5,Manager,1,Married,21199,5,Yes,13,3,24,2,3,5,2,1,4
37,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,802,Female,82,1,Research Scientist,1,Divorced,19905,0,Yes,13,3,6,3,2,5,3,4,3
42,No,Travel_Frequently,570,Research & Development,8,3,Life Sciences,809,Male,66,5,Manager,4,Divorced,16225,1,No,13,3,24,4,2,24,7,14,9
35,No,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,826,Female,40,1,Research Scientist,3,Single,13301,3,No,13,3,7,0,3,2,2,2,2
42,No,Travel_Rarely,932,Research & Development,1,2,Life Sciences,827,Female,43,2,Manufacturing Director,4,Married,4051,9,Yes,13,3,8,4,3,4,3,0,2
36,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,829,Male,36,1,Human Resources,2,Married,25527,4,No,13,3,8,2,3,5,2,0,4
38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,662,Female,43,1,Research Scientist,1,Single,14561,3,No,17,3,8,3,2,0,0,0,0
42,No,Travel_Rarely,933,Research & Development,29,3,Life Sciences,836,Male,98,2,Manufacturing Director,2,Married,11806,1,No,13,3,10,3,2,9,8,7,8
25,No,Travel_Rarely,180,Research & Development,2,1,Medical,854,Male,65,1,Research Scientist,1,Single,21632,7,No,13,3,6,3,2,4,3,0,1
28,No,Travel_Rarely,1169,Human Resources,8,2,Medical,869,Male,63,1,Human Resources,4,Divorced,23965,1,No,13,3,6,6,3,5,1,0,4
42,No,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,894,Female,95,2,Laboratory Technician,4,Married,23726,2,Yes,13,3,17,1,2,5,3,1,3
43,No,Travel_Frequently,422,Research & Development,1,3,Life Sciences,902,Female,33,2,Healthcare Representative,4,Married,21782,4,No,13,3,12,2,2,5,2,2,2
37,No,Non-Travel,1252,Sales,19,2,Medical,904,Male,32,3,Sales Executive,2,Single,4814,1,Yes,13,3,10,2,3,10,0,0,9
44,No,Travel_Rarely,661,Research & Development,9,2,Life Sciences,913,Male,61,1,Research Scientist,1,Married,7508,1,Yes,13,3,8,0,3,8,7,7,1
20,Yes,Travel_Rarely,500,Sales,2,3,Medical,922,Female,49,1,Sales Representative,3,Single,22052,1,No,13,3,2,3,2,2,2,0,2
41,Yes,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,927,Female,57,1,Laboratory Technician,4,Divorced,17725,4,Yes,13,3,10,1,2,7,7,1,0
58,No,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,940,Female,37,3,Healthcare Representative,2,Divorced,9255,2,Yes,13,3,24,3,3,6,0,0,4
31,No,Non-Travel,1188,Sales,20,2,Marketing,947,Female,45,2,Sales Executive,3,Married,24406,1,No,13,3,9,2,2,9,8,0,0
38,No,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,950,Female,80,3,Research Director,1,Married,16292,1,No,13,3,15,3,3,15,12,5,11
41,No,Travel_Rarely,263,Research & Development,6,3,Medical,957,Male,59,1,Laboratory Technician,1,Single,3119,2,Yes,13,3,20,3,3,18,13,2,17
19,Yes,Travel_Rarely,419,Sales,21,3,Other,959,Male,37,1,Sales Representative,2,Single,9947,1,Yes,13,3,1,3,4,1,0,0,0
53,No,Travel_Rarely,1376,Sales,2,2,Medical,981,Male,45,4,Manager,3,Divorced,13938,6,No,13,3,22,3,4,17,13,15,2
38,No,Non-Travel,152,Sales,10,3,Technical Degree,983,Female,85,2,Sales Executive,4,Single,19899,1,Yes,13,3,6,1,3,5,3,1,3
35,No,Travel_Rarely,882,Sales,3,4,Life Sciences,984,Male,92,3,Sales Executive,4,Divorced,6812,6,No,13,3,12,2,3,10,9,0,8
36,No,Non-Travel,1229,Sales,8,4,Technical Degree,990,Male,84,2,Sales Executive,4,Divorced,25952,4,No,13,3,12,3,3,7,7,0,7
33,No,Travel_Frequently,827,Research & Development,1,4,Other,998,Female,84,2,Healthcare Representative,2,Married,20161,1,Yes,13,3,6,2,3,6,5,1,2
46,No,Travel_Rarely,566,Research & Development,7,2,Medical,1007,Male,75,3,Manufacturing Director,3,Divorced,24208,6,No,13,3,13,3,3,8,7,0,7
48,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1022,Male,97,2,Healthcare Representative,3,Single,13119,2,No,13,3,19,0,3,2,2,2,2
42,No,Travel_Rarely,265,Sales,5,2,Marketing,1029,Male,90,5,Manager,3,Married,7770,6,No,13,3,21,3,4,1,0,0,0
59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1032,Female,69,4,Manufacturing Director,4,Single,21829,3,Yes,13,3,30,4,3,5,3,4,3
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,1043,Female,82,3,Manufacturing Director,1,Single,5083,1,Yes,13,3,21,2,3,21,6,2,8
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1045,Female,90,4,Manager,4,Married,5404,3,No,13,3,26,4,4,9,3,1,1
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1068,Female,66,1,Research Scientist,3,Divorced,25265,1,No,13,3,5,5,3,5,3,1,3
43,No,Travel_Rarely,415,Sales,25,3,Medical,1076,Male,79,3,Sales Executive,4,Divorced,5268,5,No,13,3,18,5,3,1,0,0,0
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1079,Female,36,1,Laboratory Technician,1,Single,17258,1,No,13,3,1,6,2,1,0,1,0
